"LOCATION","Country","MEASURE","Measure","AGE","Age group","DEFINITION","Definition","METHODO","Methodology","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.341,,
"FIN","Finland","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.343,,
"FIN","Finland","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.342,,
"FIN","Finland","PVT5B","Poverty rate before taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.34,,
"FIN","Finland","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.063,,
"FIN","Finland","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.058,,
"FIN","Finland","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.063,,
"FIN","Finland","PVT5A","Poverty rate after taxes and transfers, Poverty line 50%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.065,,
"FIN","Finland","PVTAATOTAL","All age groups: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.063,,
"FIN","Finland","PVTAATOTAL","All age groups: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.058,,
"FIN","Finland","PVTAATOTAL","All age groups: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.063,,
"FIN","Finland","PVTAATOTAL","All age groups: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.065,,
"FIN","Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.374,,
"FIN","Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.374,,
"FIN","Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.376,,
"FIN","Finland","PVT6B","Poverty rate before taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.369,,
"FIN","Finland","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.135,,
"FIN","Finland","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.126,,
"FIN","Finland","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.136,,
"FIN","Finland","PVT6A","Poverty rate after taxes and transfers, Poverty line 60%","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.134,,
"FIN","Finland","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"FIN","Finland","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P10","Interdecile ratio P90/P10","0","Units",,,3,,
"FIN","Finland","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"FIN","Finland","P90P10","P90/P10 disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","P90P10","Interdecile ratio P90/P10","0","Units",,,3.1,,
"FIN","Finland","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"FIN","Finland","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"FIN","Finland","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"FIN","Finland","P90P50","P90/P50  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","P90P50","Interdecile ratio P90/P50","0","Units",,,1.7,,
"FIN","Finland","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"FIN","Finland","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"FIN","Finland","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"FIN","Finland","P50P10","P50/P10  disposable income decile ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","P50P10","Interdecile ratio P50/P10","0","Units",,,1.8,,
"FIN","Finland","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,3.7,,
"FIN","Finland","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,3.7,,
"FIN","Finland","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,3.8,,
"FIN","Finland","S80S20","S80/S20 disposable income quintile share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,3.9,,
"FIN","Finland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","PER","Persons","0","Units",,,5404488,,
"FIN","Finland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","PER","Persons","0","Units",,,5418579,,
"FIN","Finland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","PER","Persons","0","Units",,,5427885,,
"FIN","Finland","IND","Total number of individuals","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","PER","Persons","0","Units",,,5432948,,
"FIN","Finland","SHA1","Age group 0-17: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.2,,
"FIN","Finland","SHA1","Age group 0-17: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.199,,
"FIN","Finland","SHA1","Age group 0-17: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.198,,
"FIN","Finland","SHA1","Age group 0-17: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.196,,
"FIN","Finland","SHA2","Age group 18-25: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.095,,
"FIN","Finland","SHA2","Age group 18-25: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.091,,
"FIN","Finland","SHA2","Age group 18-25: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.09,,
"FIN","Finland","SHA2","Age group 18-25: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.088,,
"FIN","Finland","SHA3","Age group 26-40: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.19,,
"FIN","Finland","SHA3","Age group 26-40: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.192,,
"FIN","Finland","SHA3","Age group 26-40: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.192,,
"FIN","Finland","SHA3","Age group 26-40: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.192,,
"FIN","Finland","SHA4","Age group 41-50: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.122,,
"FIN","Finland","SHA4","Age group 41-50: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.122,,
"FIN","Finland","SHA4","Age group 41-50: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.12,,
"FIN","Finland","SHA4","Age group 41-50: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.119,,
"FIN","Finland","SHA5","Age group 51-65: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.203,,
"FIN","Finland","SHA5","Age group 51-65: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.205,,
"FIN","Finland","SHA5","Age group 51-65: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.201,,
"FIN","Finland","SHA5","Age group 51-65: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.201,,
"FIN","Finland","SHA6","Age group 66-75: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.111,,
"FIN","Finland","SHA6","Age group 66-75: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.113,,
"FIN","Finland","SHA6","Age group 66-75: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.117,,
"FIN","Finland","SHA6","Age group 66-75: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.119,,
"FIN","Finland","SHA7","Age group 76+: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.08,,
"FIN","Finland","SHA7","Age group 76+: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.08,,
"FIN","Finland","SHA7","Age group 76+: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.083,,
"FIN","Finland","SHA7","Age group 76+: share","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","RATIO","Ratio","0","Units",,,0.084,,
"FIN","Finland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NBR","Number","0","Units",,,2655500,,
"FIN","Finland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NBR","Number","0","Units",,,2677100,,
"FIN","Finland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NBR","Number","0","Units",,,2713300,,
"FIN","Finland","HHD","Total number of households","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2018","2018","NBR","Number","0","Units",,,2748900,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.295,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.291,,
"FRA","France","GINI","Gini (disposable income, post taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.292,,
"FRA","France","CPI2010","Consumer Price Index (base 2010=100)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","IDX","Index","0","Units",,,105.5790213,,
"FRA","France","CPI2010","Consumer Price Index (base 2010=100)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","IDX","Index","0","Units",,,105.7725809,,
"FRA","France","CPI2010","Consumer Price Index (base 2010=100)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","IDX","Index","0","Units",,,106.8644882,,
"FRA","France","PVTAA1","Age group 0-17: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.113,,
"FRA","France","PVTAA1","Age group 0-17: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.115,,
"FRA","France","PVTAA1","Age group 0-17: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.112,,
"FRA","France","ECTOTAL","Total earnings (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,17220,,
"FRA","France","ECTOTAL","Total earnings (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,17500,,
"FRA","France","ECTOTAL","Total earnings (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,17830,,
"FRA","France","SECTOTAL","Income from self-employment (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,1560,,
"FRA","France","SECTOTAL","Income from self-employment (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,1510,,
"FRA","France","SECTOTAL","Income from self-employment (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,1530,,
"FRA","France","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,-4270,,
"FRA","France","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,-4320,,
"FRA","France","TACTOTAL","Taxes and social security contributions paid directly by households (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,-4420,,
"FRA","France","INCAC1","Age group 0-17: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,23030,,
"FRA","France","INCAC1","Age group 0-17: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,23250,,
"FRA","France","INCAC1","Age group 0-17: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,23590,,
"FRA","France","INCAC2","Age group 18-25: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,23770,,
"FRA","France","INCAC2","Age group 18-25: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,23790,,
"FRA","France","INCAC2","Age group 18-25: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,24220,,
"FRA","France","PVTAA2","Age group 18-25: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.139,,
"FRA","France","PVTAA2","Age group 18-25: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.14,,
"FRA","France","PVTAA2","Age group 18-25: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.141,,
"FRA","France","PPPPRC","Purchasing Power Parities for private consumption","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","NATUSD","National currency per US dollar","0","Units",,,0.871939,,
"FRA","France","PPPPRC","Purchasing Power Parities for private consumption","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","NATUSD","National currency per US dollar","0","Units",,,0.847185,,
"FRA","France","PPPPRC","Purchasing Power Parities for private consumption","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","NATUSD","National currency per US dollar","0","Units",,,0.842749,,
"FRA","France","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,25540,,
"FRA","France","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,25650,,
"FRA","France","INCCTOTAL","Mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,26030,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","0_TO_1","0-1 scale","0","Units",,,0.516,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","0_TO_1","0-1 scale","0","Units",,,0.516,,
"FRA","France","GINIB","Gini (market income, before taxes and transfers)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","0_TO_1","0-1 scale","0","Units",,,0.519,,
"FRA","France","PVTAA3","Age group 26-40: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.08,,
"FRA","France","PVTAA3","Age group 26-40: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.085,,
"FRA","France","PVTAA3","Age group 26-40: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.083,,
"FRA","France","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,1560,,
"FRA","France","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,1510,,
"FRA","France","SEICTOTAL","Income from self-employment and from goods produced for own consumption (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,1530,,
"FRA","France","INCAC3","Age group 26-40: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,23800,,
"FRA","France","INCAC3","Age group 26-40: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,24090,,
"FRA","France","INCAC3","Age group 26-40: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,24500,,
"FRA","France","INCAC4","Age group 41-50: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,26530,,
"FRA","France","INCAC4","Age group 41-50: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,26720,,
"FRA","France","INCAC4","Age group 41-50: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,26950,,
"FRA","France","TRRCTOTAL","Current transfers received (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,8620,,
"FRA","France","TRRCTOTAL","Current transfers received (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,8740,,
"FRA","France","TRRCTOTAL","Current transfers received (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,8840,,
"FRA","France","PVTAA4","Age group 41-50: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.074,,
"FRA","France","PVTAA4","Age group 41-50: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.075,,
"FRA","France","PVTAA4","Age group 41-50: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.072,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,21970,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,22270,,
"FRA","France","MEDIANC","Median disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,22610,,
"FRA","France","PVTAA5","Age group 51-65: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.067,,
"FRA","France","PVTAA5","Age group 51-65: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.069,,
"FRA","France","PVTAA5","Age group 51-65: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.066,,
"FRA","France","TRPCTOTAL","Current transfers paid (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,-4450,,
"FRA","France","TRPCTOTAL","Current transfers paid (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,-4500,,
"FRA","France","TRPCTOTAL","Current transfers paid (Current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,-4600,,
"FRA","France","INCAC5","Age group 51-65: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,29500,,
"FRA","France","INCAC5","Age group 51-65: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,29210,,
"FRA","France","INCAC5","Age group 51-65: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,29970,,
"FRA","France","INCAC6","Age group 66-75: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","EUR","Euro","0","Units",,,27640,,
"FRA","France","INCAC6","Age group 66-75: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","EUR","Euro","0","Units",,,27610,,
"FRA","France","INCAC6","Age group 66-75: mean disposable income (current prices)","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","EUR","Euro","0","Units",,,27690,,
"FRA","France","PVTAA6","Age group 66-75: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.024,,
"FRA","France","PVTAA6","Age group 66-75: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.028,,
"FRA","France","PVTAA6","Age group 66-75: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,0.034,,
"FRA","France","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,1.1,,
"FRA","France","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,1.07,,
"FRA","France","PALMA","Palma ratio","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2017","2017","RATIO","Ratio","0","Units",,,1.08,,
"FRA","France","PVTAA7","Age group 76+: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2015","2015","RATIO","Ratio","0","Units",,,0.039,,
"FRA","France","PVTAA7","Age group 76+: Poverty rate after taxes and transfers","TOT","Total population","CURRENT","Current definition","METH2012","New income definition since 2012","2016","2016","RATIO","Ratio","0","Units",,,0.041,,
